ACCT_ID,RecordDate,LoanStartDate,LoanPrincipleDueDate,LoanMaturityDate,LoanOriginalAmount,LoanBalance,MonthlyPayment,LastPaidDate,TotalPaymentsCompleted,RunningMonthsPaid,TotalMonthsDelinquent,RunningMonthsDelinquent,AccountState
1907670,8/16/2018,7/16/2013,12/26/2021,12/26/2022,75359.94,42014.83,666.9,8/16/2018,50,3,11,0,Paid
1907670,9/16/2018,7/16/2013,12/26/2021,12/26/2022,75359.94,41347.93,666.9,9/16/2018,51,4,11,0,Paid
1907670,10/16/2018,7/16/2013,12/26/2021,12/26/2022,75359.94,40681.03,666.9,10/16/2018,52,5,11,0,Paid
1907670,11/16/2018,7/16/2013,12/26/2021,12/26/2022,75359.94,40014.13,666.9,11/16/2018,53,6,11,0,Paid
1907670,12/16/2018,7/16/2013,12/26/2021,12/26/2022,75359.94,39347.23,666.9,12/16/2018,54,7,11,0,Paid
1907670,1/16/2019,7/16/2013,12/26/2021,12/26/2022,75359.94,38680.32,666.9,1/16/2019,55,8,11,0,Paid
1907670,2/16/2019,7/16/2013,12/26/2021,12/26/2022,75359.94,38013.42,666.9,2/16/2019,56,9,11,0,Paid
1907670,3/16/2019,7/16/2013,12/26/2021,12/26/2022,75359.94,37346.52,666.9,3/16/2019,57,10,11,0,Paid
1907670,4/16/2019,7/16/2013,12/26/2021,12/26/2022,75359.94,36679.62,666.9,4/16/2019,58,11,11,0,Paid
1907670,5/16/2019,7/16/2013,12/26/2021,12/26/2022,75359.94,36679.62,666.9,4/16/2019,58,0,12,1,Defaulting
1907670,6/16/2019,7/16/2013,12/26/2021,12/26/2022,75359.94,36012.71,666.9,6/16/2019,59,1,12,0,Paid
1907670,7/16/2019,7/16/2013,12/26/2021,12/26/2022,75359.94,35345.81,666.9,7/16/2019,60,2,12,0,Paid
1907670,8/16/2019,7/16/2013,12/26/2021,12/26/2022,75359.94,34678.91,666.9,8/16/2019,61,3,12,0,Paid
1907670,9/16/2019,7/16/2013,12/26/2021,12/26/2022,75359.94,34012.01,666.9,9/16/2019,62,4,12,0,Paid
1907670,10/16/2019,7/16/2013,12/26/2021,12/26/2022,75359.94,33345.11,666.9,10/16/2019,63,5,12,0,Paid
1907670,11/16/2019,7/16/2013,12/26/2021,12/26/2022,75359.94,32678.2,666.9,11/16/2019,64,6,12,0,Paid
1907670,12/16/2019,7/16/2013,12/26/2021,12/26/2022,75359.94,32678.2,666.9,11/16/2019,64,0,13,1,Defaulting
1907670,1/16/2020,7/16/2013,12/26/2021,12/26/2022,75359.94,32011.3,666.9,1/16/2020,65,1,13,0,Paid
1907670,2/16/2020,7/16/2013,12/26/2021,12/26/2022,75359.94,31344.4,666.9,2/16/2020,66,2,13,0,Paid
1907670,3/16/2020,7/16/2013,12/26/2021,12/26/2022,75359.94,30677.5,666.9,3/16/2020,67,3,13,0,Paid
1907670,4/16/2020,7/16/2013,12/26/2021,12/26/2022,75359.94,30010.6,666.9,4/16/2020,68,4,13,0,Paid
1907670,5/16/2020,7/16/2013,12/26/2021,12/26/2022,75359.94,29343.69,666.9,5/16/2020,69,5,13,0,Paid
1907670,6/16/2020,7/16/2013,12/26/2021,12/26/2022,75359.94,28676.79,666.9,6/16/2020,70,6,13,0,Paid
1907670,7/16/2020,7/16/2013,12/26/2021,12/26/2022,75359.94,28009.89,666.9,7/16/2020,71,7,13,0,Paid
1907670,8/16/2020,7/16/2013,12/26/2021,12/26/2022,75359.94,27342.99,666.9,8/16/2020,72,8,13,0,Paid
1907670,9/16/2020,7/16/2013,12/26/2021,12/26/2022,75359.94,26676.08,666.9,9/16/2020,73,9,13,0,Paid
1907670,10/16/2020,7/16/2013,12/26/2021,12/26/2022,75359.94,26009.18,666.9,10/16/2020,74,10,13,0,Paid
1907670,11/16/2020,7/16/2013,12/26/2021,12/26/2022,75359.94,25342.28,666.9,11/16/2020,75,11,13,0,Paid
1907670,12/16/2020,7/16/2013,12/26/2021,12/26/2022,75359.94,24675.38,666.9,12/16/2020,76,12,13,0,Paid
1907670,1/16/2021,7/16/2013,12/26/2021,12/26/2022,75359.94,24675.38,666.9,12/16/2020,76,0,14,1,Defaulting
1907670,2/16/2021,7/16/2013,12/26/2021,12/26/2022,75359.94,24008.48,666.9,2/16/2021,77,1,14,0,Paid
1907670,3/16/2021,7/16/2013,12/26/2021,12/26/2022,75359.94,23341.57,666.9,3/16/2021,78,2,14,0,Paid
1907670,4/16/2021,7/16/2013,12/26/2021,12/26/2022,75359.94,22674.67,666.9,4/16/2021,79,3,14,0,Paid
1907670,5/16/2021,7/16/2013,12/26/2021,12/26/2022,75359.94,22674.67,666.9,4/16/2021,79,0,15,1,Defaulting
1907670,6/16/2021,7/16/2013,12/26/2021,12/26/2022,75359.94,22674.67,666.9,4/16/2021,79,0,16,2,Defaulting
1907670,7/16/2021,7/16/2013,12/26/2021,12/26/2022,75359.94,22007.77,666.9,7/16/2021,80,1,16,0,Paid
1907670,8/16/2021,7/16/2013,12/26/2021,12/26/2022,75359.94,21340.87,666.9,8/16/2021,81,2,16,0,Paid
1907670,9/16/2021,7/16/2013,12/26/2021,12/26/2022,75359.94,20673.97,666.9,9/16/2021,82,3,16,0,Paid
1907670,10/16/2021,7/16/2013,12/26/2021,12/26/2022,75359.94,20007.06,666.9,10/16/2021,83,4,16,0,Paid
1907670,11/16/2021,7/16/2013,12/26/2021,12/26/2022,75359.94,19340.16,666.9,11/16/2021,84,5,16,0,Paid
1907670,12/16/2021,7/16/2013,12/26/2021,12/26/2022,75359.94,19340.16,666.9,11/16/2021,84,0,17,1,Defaulting
6608388,2/3/2019,2/3/2019,8/8/2023,8/8/2026,25671.94,25671.94,285.24,2/3/2019,0,0,0,0,Opened
6608388,3/3/2019,2/3/2019,8/8/2023,8/8/2026,25671.94,25386.7,285.24,3/3/2019,1,1,0,0,Paid
6608388,4/3/2019,2/3/2019,8/8/2023,8/8/2026,25671.94,25101.45,285.24,4/3/2019,2,2,0,0,Paid
6608388,5/3/2019,2/3/2019,8/8/2023,8/8/2026,25671.94,24816.21,285.24,5/3/2019,3,3,0,0,Paid
6608388,6/3/2019,2/3/2019,8/8/2023,8/8/2026,25671.94,24530.96,285.24,6/3/2019,4,4,0,0,Paid
6608388,7/3/2019,2/3/2019,8/8/2023,8/8/2026,25671.94,24530.96,285.24,6/3/2019,4,0,1,1,Defaulting
6608388,8/3/2019,2/3/2019,8/8/2023,8/8/2026,25671.94,24245.72,285.24,8/3/2019,5,1,1,0,Paid
6608388,9/3/2019,2/3/2019,8/8/2023,8/8/2026,25671.94,23960.48,285.24,9/3/2019,6,2,1,0,Paid
6608388,10/3/2019,2/3/2019,8/8/2023,8/8/2026,25671.94,23675.23,285.24,10/3/2019,7,3,1,0,Paid
6608388,11/3/2019,2/3/2019,8/8/2023,8/8/2026,25671.94,23389.99,285.24,11/3/2019,8,4,1,0,Paid
6608388,12/3/2019,2/3/2019,8/8/2023,8/8/2026,25671.94,23104.75,285.24,12/3/2019,9,5,1,0,Paid
6608388,1/3/2020,2/3/2019,8/8/2023,8/8/2026,25671.94,22819.5,285.24,1/3/2020,10,6,1,0,Paid
6608388,2/3/2020,2/3/2019,8/8/2023,8/8/2026,25671.94,22534.26,285.24,2/3/2020,11,7,1,0,Paid
6608388,3/3/2020,2/3/2019,8/8/2023,8/8/2026,25671.94,22249.01,285.24,3/3/2020,12,8,1,0,Paid
6608388,4/3/2020,2/3/2019,8/8/2023,8/8/2026,25671.94,21963.77,285.24,4/3/2020,13,9,1,0,Paid
6608388,5/3/2020,2/3/2019,8/8/2023,8/8/2026,25671.94,21963.77,285.24,4/3/2020,13,0,2,1,Defaulting
6608388,6/3/2020,2/3/2019,8/8/2023,8/8/2026,25671.94,21678.53,285.24,6/3/2020,14,1,2,0,Paid
6608388,7/3/2020,2/3/2019,8/8/2023,8/8/2026,25671.94,21393.28,285.24,7/3/2020,15,2,2,0,Paid
6608388,8/3/2020,2/3/2019,8/8/2023,8/8/2026,25671.94,21108.04,285.24,8/3/2020,16,3,2,0,Paid
6608388,9/3/2020,2/3/2019,8/8/2023,8/8/2026,25671.94,20822.8,285.24,9/3/2020,17,4,2,0,Paid
6608388,10/3/2020,2/3/2019,8/8/2023,8/8/2026,25671.94,20537.55,285.24,10/3/2020,18,5,2,0,Paid
6608388,11/3/2020,2/3/2019,8/8/2023,8/8/2026,25671.94,20252.31,285.24,11/3/2020,19,6,2,0,Paid
6608388,12/3/2020,2/3/2019,8/8/2023,8/8/2026,25671.94,19967.06,285.24,12/3/2020,20,7,2,0,Paid
6608388,1/3/2021,2/3/2019,8/8/2023,8/8/2026,25671.94,19681.82,285.24,1/3/2021,21,8,2,0,Paid
6608388,2/3/2021,2/3/2019,8/8/2023,8/8/2026,25671.94,19396.58,285.24,2/3/2021,22,9,2,0,Paid
6608388,3/3/2021,2/3/2019,8/8/2023,8/8/2026,25671.94,19111.33,285.24,3/3/2021,23,10,2,0,Paid
6608388,4/3/2021,2/3/2019,8/8/2023,8/8/2026,25671.94,18826.09,285.24,4/3/2021,24,11,2,0,Paid
6608388,5/3/2021,2/3/2019,8/8/2023,8/8/2026,25671.94,18826.09,285.24,4/3/2021,24,0,3,1,Defaulting
6608388,6/3/2021,2/3/2019,8/8/2023,8/8/2026,25671.94,18540.85,285.24,6/3/2021,25,1,3,0,Paid
6608388,7/3/2021,2/3/2019,8/8/2023,8/8/2026,25671.94,18255.6,285.24,7/3/2021,26,2,3,0,Paid
6608388,8/3/2021,2/3/2019,8/8/2023,8/8/2026,25671.94,18255.6,285.24,7/3/2021,26,0,4,1,Defaulting
6608388,9/3/2021,2/3/2019,8/8/2023,8/8/2026,25671.94,17970.36,285.24,9/3/2021,27,1,4,0,Paid
6608388,10/3/2021,2/3/2019,8/8/2023,8/8/2026,25671.94,17685.11,285.24,10/3/2021,28,2,4,0,Paid
6608388,11/3/2021,2/3/2019,8/8/2023,8/8/2026,25671.94,17399.87,285.24,11/3/2021,29,3,4,0,Paid
6608388,12/3/2021,2/3/2019,8/8/2023,8/8/2026,25671.94,17114.63,285.24,12/3/2021,30,4,4,0,Paid
2473280,8/21/2015,8/21/2015,9/5/2028,9/5/2030,28103.08,28103.08,156.13,8/21/2015,0,0,0,0,Opened
2473280,9/21/2015,8/21/2015,9/5/2028,9/5/2030,28103.08,27946.95,156.13,9/21/2015,1,1,0,0,Paid
2473280,10/21/2015,8/21/2015,9/5/2028,9/5/2030,28103.08,27790.82,156.13,10/21/2015,2,2,0,0,Paid
2473280,11/21/2015,8/21/2015,9/5/2028,9/5/2030,28103.08,27634.7,156.13,11/21/2015,3,3,0,0,Paid
2473280,12/21/2015,8/21/2015,9/5/2028,9/5/2030,28103.08,27478.57,156.13,12/21/2015,4,4,0,0,Paid
2473280,1/21/2016,8/21/2015,9/5/2028,9/5/2030,28103.08,27322.44,156.13,1/21/2016,5,5,0,0,Paid
2473280,2/21/2016,8/21/2015,9/5/2028,9/5/2030,28103.08,27166.31,156.13,2/21/2016,6,6,0,0,Paid
2473280,3/21/2016,8/21/2015,9/5/2028,9/5/2030,28103.08,27010.18,156.13,3/21/2016,7,7,0,0,Paid
2473280,4/21/2016,8/21/2015,9/5/2028,9/5/2030,28103.08,26854.05,156.13,4/21/2016,8,8,0,0,Paid
2473280,5/21/2016,8/21/2015,9/5/2028,9/5/2030,28103.08,26697.93,156.13,5/21/2016,9,9,0,0,Paid
2473280,6/21/2016,8/21/2015,9/5/2028,9/5/2030,28103.08,26541.8,156.13,6/21/2016,10,10,0,0,Paid
2473280,7/21/2016,8/21/2015,9/5/2028,9/5/2030,28103.08,26385.67,156.13,7/21/2016,11,11,0,0,Paid
2473280,8/21/2016,8/21/2015,9/5/2028,9/5/2030,28103.08,26229.54,156.13,8/21/2016,12,12,0,0,Paid
2473280,9/21/2016,8/21/2015,9/5/2028,9/5/2030,28103.08,26229.54,156.13,8/21/2016,12,0,1,1,Defaulting
2473280,10/21/2016,8/21/2015,9/5/2028,9/5/2030,28103.08,26073.41,156.13,10/21/2016,13,1,1,0,Paid
2473280,11/21/2016,8/21/2015,9/5/2028,9/5/2030,28103.08,25917.28,156.13,11/21/2016,14,2,1,0,Paid
2473280,12/21/2016,8/21/2015,9/5/2028,9/5/2030,28103.08,25761.16,156.13,12/21/2016,15,3,1,0,Paid
2473280,1/21/2017,8/21/2015,9/5/2028,9/5/2030,28103.08,25761.16,156.13,12/21/2016,15,0,2,1,Defaulting
2473280,2/21/2017,8/21/2015,9/5/2028,9/5/2030,28103.08,25605.03,156.13,2/21/2017,16,1,2,0,Paid
2473280,3/21/2017,8/21/2015,9/5/2028,9/5/2030,28103.08,25448.9,156.13,3/21/2017,17,2,2,0,Paid
2473280,4/21/2017,8/21/2015,9/5/2028,9/5/2030,28103.08,25292.77,156.13,4/21/2017,18,3,2,0,Paid
2473280,5/21/2017,8/21/2015,9/5/2028,9/5/2030,28103.08,25136.64,156.13,5/21/2017,19,4,2,0,Paid
2473280,6/21/2017,8/21/2015,9/5/2028,9/5/2030,28103.08,24980.52,156.13,6/21/2017,20,5,2,0,Paid
2473280,7/21/2017,8/21/2015,9/5/2028,9/5/2030,28103.08,24824.39,156.13,7/21/2017,21,6,2,0,Paid
2473280,8/21/2017,8/21/2015,9/5/2028,9/5/2030,28103.08,24668.26,156.13,8/21/2017,22,7,2,0,Paid
2473280,9/21/2017,8/21/2015,9/5/2028,9/5/2030,28103.08,24512.13,156.13,9/21/2017,23,8,2,0,Paid
2473280,10/21/2017,8/21/2015,9/5/2028,9/5/2030,28103.08,24512.13,156.13,9/21/2017,23,0,3,1,Defaulting
2473280,11/21/2017,8/21/2015,9/5/2028,9/5/2030,28103.08,24356,156.13,11/21/2017,24,1,3,0,Paid
2473280,12/21/2017,8/21/2015,9/5/2028,9/5/2030,28103.08,24199.87,156.13,12/21/2017,25,2,3,0,Paid
